Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,120.809998,121.629997,120.769997,121.430000,107.178856,5205000
2020-01-03,121.779999,122.720001,120.739998,121.010002,106.808144,6360900
2020-01-06,121.239998,121.669998,120.330002,120.599998,106.446266,9953000
2020-01-07,119.019997,119.730003,117.769997,119.059998,105.086998,7856900
2020-01-08,118.550003,119.089996,117.650002,117.699997,103.886620,7295900
2020-01-09,117.589996,117.919998,116.180000,117.510002,103.718925,7345300
2020-01-10,117.519997,117.690002,116.400002,116.440002,102.774498,6393800
2020-01-13,116.470001,116.910004,116.080002,116.660004,102.968674,6846700
2020-01-14,116.500000,116.879997,115.709999,116.300003,102.650932,7189100
2020-01-15,116.300003,116.410004,115.650002,116.129997,102.500877,5808800
2020-01-16,116.559998,117.279999,116.449997,116.889999,103.171677,7022000
2020-01-17,117.010002,117.290001,115.519997,115.580002,102.015427,7885900
2020-01-21,115.099998,115.150002,113.169998,113.309998,100.011826,8470300
2020-01-22,113.099998,113.529999,112.459999,112.900002,99.649948,5589900
2020-01-23,112.400002,113.489998,111.860001,113.099998,99.826469,8007800
2020-01-24,112.790001,112.980003,111.339996,111.849998,98.723183,6920000
2020-01-27,110.250000,110.830002,109.980003,110.389999,97.434525,7609800
2020-01-28,110.980003,111.620003,110.769997,111.120003,98.078850,5771900
2020-01-29,111.449997,111.839996,110.180000,110.370003,97.416878,4772800
2020-01-30,109.809998,111.580002,109.059998,111.400002,98.325981,8382700
2020-01-31,109.809998,110.000000,106.400002,107.139999,94.565956,13699600
2020-02-03,106.949997,107.250000,105.400002,106.279999,93.806892,8785500
2020-02-04,107.680000,108.339996,106.599998,106.849998,94.309975,9909000
2020-02-05,108.269997,110.650002,108.110001,110.279999,97.337425,6914100
2020-02-06,110.629997,110.669998,109.110001,109.489998,96.640160,6274000
2020-02-07,108.930000,109.440002,108.470001,108.940002,96.154709,4830100
2020-02-10,108.540001,109.800003,108.320000,109.790001,96.904938,6011800
2020-02-11,110.779999,111.370003,110.059998,111.209999,98.158295,6072700
2020-02-12,112.510002,112.599998,111.610001,112.040001,98.890884,5725700
2020-02-13,111.370003,112.330002,111.230003,111.660004,98.555473,5991900
2020-02-14,110.839996,110.970001,109.580002,110.080002,98.296524,5148700
2020-02-18,109.000000,110.269997,108.830002,110.239998,98.439400,4975800
2020-02-19,110.519997,111.099998,109.889999,110.739998,98.885880,5887500
2020-02-20,110.779999,111.070000,109.699997,109.809998,98.055420,4466600
2020-02-21,108.989998,109.190002,107.650002,109.010002,97.341057,6443900
2020-02-24,105.709999,106.959999,104.419998,104.709999,93.501343,9539800
2020-02-25,104.800003,104.919998,100.000000,100.709999,89.929527,12871900
2020-02-26,100.860001,101.610001,98.000000,98.040001,87.545341,11990400
2020-02-27,95.949997,98.199997,94.080002,94.129997,84.053886,15783700
2020-02-28,90.629997,93.440002,90.110001,93.339996,83.348450,20835100
2020-03-02,94.019997,96.680000,92.209999,96.589996,86.250557,15050800
2020-03-03,96.790001,98.480003,93.370003,94.389999,84.286057,16525500
2020-03-04,96.370003,99.019997,95.669998,98.529999,87.982887,14753000
2020-03-05,95.709999,97.389999,94.940002,97.190002,86.786324,12814400
2020-03-06,93.919998,96.059998,93.419998,95.320000,85.116493,16861900
2020-03-09,82.230003,88.010002,80.000000,80.669998,72.034698,30595500
2020-03-10,86.239998,86.300003,81.040001,84.980003,75.883354,22642900
2020-03-11,82.230003,84.839996,81.750000,83.029999,74.142075,18412800
2020-03-12,77.230003,78.129997,72.860001,76.260002,68.096779,25768200
2020-03-13,79.980003,83.500000,74.110001,83.419998,74.490341,23497500
2020-03-16,72.570000,78.489998,69.690002,69.699997,62.238983,17535300
2020-03-17,70.400002,72.980003,65.489998,70.690002,63.123020,22684200
2020-03-18,66.209999,66.230003,54.570000,55.049999,49.157192,24947300
2020-03-19,55.259998,58.490002,51.599998,57.389999,51.246704,29871000
2020-03-20,59.529999,60.650002,56.360001,59.389999,53.032616,26960400
2020-03-23,58.259998,59.400002,52.970001,54.220001,48.416039,23764000
2020-03-24,61.480000,67.650002,60.320000,66.550003,59.426174,29198800
2020-03-25,68.290001,73.139999,66.639999,69.269997,61.855000,22560100
2020-03-26,70.300003,77.099998,67.889999,76.379997,68.203934,24129100
2020-03-27,72.120003,73.540001,68.500000,68.779999,61.417461,20411500
2020-03-30,68.010002,72.930000,67.019997,71.949997,64.248138,18486800
2020-03-31,73.269997,75.040001,70.809998,72.459999,64.703545,18514200
2020-04-01,69.510002,72.290001,67.610001,68.559998,61.221008,14362000
2020-04-02,71.750000,78.699997,69.580002,76.120003,67.971771,23220600
2020-04-03,78.000000,78.989998,73.029999,75.110001,67.069870,14905400
2020-04-06,77.000000,80.949997,75.510002,80.389999,71.784668,17334900
2020-04-07,84.260002,85.690002,80.849998,80.919998,72.257950,16394800
2020-04-08,82.290001,86.300003,81.519997,85.980003,76.776299,12284800
2020-04-09,88.739998,89.910004,81.519997,84.309998,75.285065,17023800
2020-04-13,87.180000,87.360001,83.400002,84.910004,75.820839,13854700
2020-04-14,85.459999,87.080002,84.330002,84.610001,75.552948,14797600
2020-04-15,80.459999,83.379997,79.320000,82.489998,73.659874,13982300
2020-04-16,81.309998,82.190002,78.809998,79.989998,71.427490,12291900
2020-04-17,81.330002,87.500000,81.320000,87.169998,77.838913,16130100
2020-04-20,82.660004,87.000000,82.089996,83.570000,74.624275,15749000
2020-04-21,80.279999,83.790001,79.250000,81.639999,72.900871,19620600
2020-04-22,84.949997,85.250000,82.970001,84.440002,75.401146,10320700
2020-04-23,86.300003,88.779999,85.389999,86.800003,77.508522,14226500
2020-04-24,88.480003,88.790001,85.769997,87.010002,77.696045,9175500
2020-04-27,86.750000,90.620003,85.870003,89.709999,80.107025,12037100
2020-04-28,89.550003,90.959999,88.830002,89.910004,80.285614,10645200
2020-04-29,92.480003,95.139999,92.290001,94.620003,84.491440,12342800
2020-04-30,93.720001,95.739998,90.580002,92.000000,82.151894,12222000
2020-05-01,91.510002,92.050003,87.040001,89.440002,79.865921,13250100
2020-05-04,88.760002,91.620003,87.690002,91.440002,81.651833,11192400
2020-05-05,94.500000,95.300003,92.680000,92.889999,82.946609,13608700
2020-05-06,92.849998,93.459999,89.769997,90.050003,80.410629,11145900
2020-05-07,92.980003,94.059998,91.910004,92.639999,82.723373,9749600
2020-05-08,95.000000,95.559998,94.070000,95.470001,85.250443,8585900
2020-05-11,94.209999,94.599998,93.180000,93.370003,83.375237,7101000
2020-05-12,93.129997,94.029999,91.000000,91.099998,81.348221,8749100
2020-05-13,89.900002,90.000000,87.320000,88.699997,79.205139,12215100
2020-05-14,87.290001,90.930000,86.019997,90.050003,80.410629,10678200
2020-05-15,90.650002,92.059998,88.830002,89.160004,79.615898,10113000
2020-05-18,92.400002,93.400002,91.459999,92.550003,83.856285,12304300
2020-05-19,92.529999,92.629997,89.529999,89.620003,81.201508,7749300
2020-05-20,91.000000,93.470001,90.180000,93.000000,84.264015,9160000
2020-05-21,92.769997,93.370003,91.279999,92.040001,83.394180,8830900
2020-05-22,91.449997,91.599998,89.470001,90.279999,81.799500,8563100
2020-05-26,92.489998,94.339996,92.029999,93.300003,84.535820,9430000
2020-05-27,94.680000,94.690002,92.110001,93.900002,85.079468,7822600
2020-05-28,93.610001,93.900002,90.790001,90.870003,82.334091,9633300
2020-05-29,90.190002,91.889999,89.260002,91.699997,83.086113,17010000
2020-06-01,90.940002,93.849998,90.110001,92.790001,84.073730,7344000
2020-06-02,93.779999,95.220001,93.290001,94.690002,85.795258,7880300
2020-06-03,95.970001,97.730003,95.750000,97.180000,88.051346,8440200
2020-06-04,96.779999,96.889999,95.160004,96.279999,87.235901,6371700
2020-06-05,99.080002,102.050003,99.050003,100.809998,91.340378,12760100
2020-06-08,102.629997,103.589996,100.870003,103.239998,93.542107,11090700
2020-06-09,100.699997,102.930000,99.830002,101.529999,91.992744,10745400
2020-06-10,101.000000,101.500000,97.559998,97.580002,88.413780,10486300
2020-06-11,92.300003,94.190002,89.120003,89.370003,80.974991,14944800
2020-06-12,93.620003,93.650002,90.010002,92.389999,83.711311,9532400
2020-06-15,89.089996,92.080002,88.209999,91.230003,82.660271,12289500
2020-06-16,94.989998,95.580002,91.489998,94.029999,85.197250,8726700
2020-06-17,93.830002,94.000000,91.500000,91.540001,82.941147,6019900
2020-06-18,91.000000,93.230003,90.099998,91.940002,83.303581,7064100
2020-06-19,94.410004,94.410004,90.550003,90.629997,82.116623,14838800
2020-06-22,90.320000,91.690002,89.589996,91.589996,82.986450,5939200
2020-06-23,92.500000,93.089996,91.180000,91.440002,82.850540,6317700
2020-06-24,89.989998,90.129997,86.860001,87.639999,79.407509,8974500
2020-06-25,87.309998,89.510002,87.160004,89.209999,80.830025,7398000
2020-06-26,88.779999,88.830002,86.180000,86.459999,78.338348,13766000
2020-06-29,86.910004,88.570000,86.599998,87.669998,79.434685,7022200
2020-06-30,86.599998,89.989998,86.360001,89.230003,80.848152,8263600
2020-07-01,89.279999,90.769997,87.550003,87.620003,79.389381,6379400
2020-07-02,89.370003,90.360001,88.160004,88.309998,80.014565,5832800
2020-07-06,89.500000,90.250000,87.820000,88.570000,80.250137,6747500
2020-07-07,87.820000,88.080002,86.150002,86.309998,78.202431,5898000
2020-07-08,86.389999,87.800003,85.889999,86.349998,78.238678,6736400
2020-07-09,85.970001,86.320000,82.690002,82.739998,74.967781,8833600
2020-07-10,82.500000,85.419998,82.500000,85.230003,77.223892,6218100
2020-07-13,86.040001,86.930000,84.809998,85.400002,77.377922,7074000
2020-07-14,85.389999,88.599998,85.040001,88.349998,80.050804,7440500
2020-07-15,90.180000,90.190002,88.209999,88.889999,80.540077,5935200
2020-07-16,88.440002,89.480003,87.349998,88.360001,80.059875,4795700
2020-07-17,88.410004,89.110001,86.910004,87.190002,78.999779,5964000
2020-07-20,86.830002,87.489998,84.800003,85.269997,77.260109,14974800
2020-07-21,86.470001,91.730003,86.360001,91.389999,82.805244,15115000
2020-07-22,89.949997,91.250000,88.900002,91.040001,82.488106,10317500
2020-07-23,90.500000,91.379997,90.019997,91.010002,82.460938,6586300
2020-07-24,91.480003,92.739998,89.980003,90.129997,81.663597,6620500
2020-07-27,89.760002,91.089996,88.800003,91.040001,82.488106,7599700
2020-07-28,90.470001,91.169998,88.769997,89.110001,80.739418,6787300
2020-07-29,89.480003,90.080002,88.580002,90.070000,81.609238,6386900
2020-07-30,88.430000,88.500000,85.699997,86.269997,78.166191,10112800
2020-07-31,83.250000,84.099998,81.510002,83.940002,76.055069,19119800
2020-08-03,83.980003,85.139999,83.800003,84.809998,76.843330,11220100
2020-08-04,84.480003,86.720001,84.279999,86.489998,78.365517,9077900
2020-08-05,88.139999,88.430000,86.410004,87.199997,79.008835,7324200
2020-08-06,86.430000,87.900002,86.099998,87.470001,79.253471,7035600
2020-08-07,86.879997,87.110001,85.739998,86.800003,78.646408,7185000
2020-08-10,87.940002,89.760002,87.599998,89.730003,81.301178,8150200
2020-08-11,91.949997,93.010002,89.169998,89.620003,81.201508,9074300
2020-08-12,90.800003,91.660004,89.449997,90.720001,82.198174,9057400
2020-08-13,89.870003,91.279999,89.760002,89.820000,81.382721,7314600
2020-08-14,89.000000,90.589996,88.849998,90.349998,81.862938,6343000
2020-08-17,90.349998,91.580002,89.720001,90.769997,82.243477,10473800
2020-08-18,88.970001,89.370003,87.320000,87.629997,80.543098,7981500
2020-08-19,87.300003,87.900002,86.199997,86.389999,79.403381,9120300
2020-08-20,85.419998,86.889999,84.730003,84.809998,77.951157,7872300
2020-08-21,84.669998,85.089996,83.510002,85.080002,78.199318,9003600
2020-08-24,85.599998,87.339996,84.889999,87.199997,80.147873,8738700
2020-08-25,88.010002,88.040001,85.760002,86.129997,79.164398,6835800
2020-08-26,85.709999,85.839996,84.660004,84.779999,77.923576,7486500
2020-08-27,85.160004,85.629997,83.970001,84.910004,78.043083,7438200
2020-08-28,85.050003,85.730003,84.320000,85.629997,78.704834,7307900
2020-08-31,85.830002,85.900002,83.870003,83.930000,77.142334,9437500
2020-09-01,83.260002,83.629997,82.449997,83.080002,76.361069,8990600
2020-09-02,83.059998,83.959999,82.699997,83.190002,76.462189,10821900
2020-09-03,83.050003,84.489998,81.709999,82.279999,75.625778,16179900
2020-09-04,82.459999,83.639999,80.900002,81.930000,75.304077,10516600
2020-09-08,80.500000,80.580002,78.040001,78.970001,72.583473,14942500
2020-09-09,79.970001,81.070000,79.680000,80.029999,73.557732,9269800
2020-09-10,80.629997,80.889999,78.050003,78.150002,71.829765,11845900
2020-09-11,78.239998,78.690002,77.070000,77.690002,71.406990,13732400
2020-09-14,77.480003,77.980003,76.919998,77.290001,71.039322,8182800
2020-09-15,77.559998,78.480003,75.959999,76.349998,70.175339,11732000
2020-09-16,76.349998,79.480003,75.959999,78.559998,72.206619,13019000
